Seed,Score,Oops,BlueprintBrainstorm,InvisibleJoker,Hack,Fibonacci,8Ball,Negative
69TQXLXZ,11,2,1,0,1,1,1,1
69V4OJQE,10,1,0,0,3,1,1,0
69UZ8KLB,10,1,2,0,1,1,1,0
69UXCWFS,11,1,1,0,2,1,1,1
69V8P6Q4,10,2,0,0,1,1,1,0
69UEBDPX,10,1,2,0,1,1,1,0
69USL67C,11,1,0,0,3,1,1,1
69VAG9IK,12,2,1,0,2,1,1,0
69U39MP9,12,2,1,0,2,1,1,0
69UM1WYR,11,2,1,0,1,1,1,1
69U9BYBS,10,2,1,0,1,1,1,0
69UQQT1K,10,1,0,0,3,1,1,0
69UGPC1V,10,2,0,0,2,1,1,0
69V8B64V,10,2,1,0,1,1,1,0
69V1SD81,11,1,1,0,2,1,1,1
69U68I9Y,12,1,2,0,1,1,1,0
69UGG8N6,10,1,1,0,1,1,1,0
69UNQHG1,13,1,1,0,3,1,1,0
69UZCY9A,12,1,1,0,3,1,1,0
69TZPZCD,10,2,0,0,2,1,1,0
69USDJ7L,10,2,1,0,1,1,1,0
69U525HO,12,2,1,0,2,1,1,0
69ULT8WH,10,1,1,0,2,1,1,0
69UH5III,10,1,1,0,2,1,1,0
69UKUJIB,10,2,0,0,2,1,1,0
69UB34AX,10,2,1,0,1,1,1,0
69UIL9IU,10,2,1,0,1,1,1,0
69VRCSGV,10,1,2,0,1,1,1,0
69VO7IO1,10,1,2,0,1,1,1,0
69VIHIAA,11,1,2,0,1,1,1,1
69V8WT24,10,2,1,0,1,1,1,0
69UELYZE,10,1,1,0,1,1,1,0
69TO1F9J,13,1,0,0,4,1,1,1
69USYTBR,10,3,0,0,1,1,1,0
69U5QNLT,10,2,0,0,2,1,1,0
69UWE635,10,1,0,0,2,1,1,0
69UAW2MU,10,1,2,0,1,1,1,0
69U9SYVJ,10,1,2,0,1,1,1,0
69UZKTTI,10,3,0,0,1,1,1,0
69U9UGAH,10,2,0,0,1,1,1,0
69UQA5VQ,10,1,1,0,2,1,1,0
69UFHNRC,11,1,1,0,1,1,1,1
69VOC9ZZ,11,2,1,0,1,1,1,1
69UBGZHG,10,2,1,0,1,1,1,0
69UNNDAF,12,2,2,0,1,1,1,0
69UDNK13,11,1,1,0,2,1,1,1
69UDS5IO,10,2,1,0,1,1,1,0
69UOOYYK,10,2,1,0,1,1,1,0
69V79G5T,11,1,2,0,1,1,1,1
69UP285U,11,1,0,0,3,1,1,1
69VM17W5,12,2,1,0,2,1,1,0
69VJPC9N,10,2,1,0,1,1,1,0
69VF7TKN,13,1,2,0,2,1,1,1
69UMB4GF,10,3,0,0,1,1,1,0
69UP3YC6,11,1,2,0,1,1,1,1
69UPX2AH,12,2,0,0,2,1,1,1
69VUJE1C,10,2,0,0,2,1,1,0
69UDIOJR,10,2,1,0,1,1,1,0
69UX9PP6,10,1,2,0,1,1,1,0
69UJPR2J,10,1,1,0,2,1,1,0
69VU2EJD,12,2,1,0,2,1,1,0
69UQKTXA,10,3,0,0,1,1,1,0
69UPP4B5,11,1,0,0,3,1,1,1
69V5OGI6,11,1,1,0,1,1,1,0
69V9TVCE,10,1,0,0,2,1,1,0
69UFCV82,10,2,1,0,1,1,1,0
69U4NH2H,11,1,1,0,2,1,1,1
69V34AJP,10,2,0,0,2,1,1,0
69UII55J,10,1,0,0,2,1,1,0
69UJIBY4,10,1,1,0,1,1,1,0
69UHVJ1N,10,2,0,0,2,1,1,0
69VV5JQF,10,2,1,0,1,1,1,0
69VW1AJL,10,2,1,0,1,1,1,0
69VPGXDM,10,2,0,0,2,1,1,0
69UGM7NX,10,2,0,0,1,1,1,0
69VWAAWK,10,1,0,0,3,1,1,0
69UJGMLQ,10,2,1,0,1,1,1,0
69UNLYJS,10,1,2,0,1,1,1,0
69V9BKDU,10,1,1,0,2,1,1,0
69UQA8PT,13,3,1,0,1,1,1,1
69UCWK5Y,11,2,1,0,1,1,1,1
69UHYQX3,10,1,2,0,1,1,1,0
69VEN17T,10,2,0,0,2,1,1,0
69UWWEQ9,12,2,0,0,3,1,1,0
69UOZUGT,10,3,0,0,1,1,1,0
69UL9GKC,10,2,0,0,1,1,1,0
69UG3VYF,10,2,0,0,2,1,1,0
69VMJGMS,10,1,2,0,1,1,1,0
69VTHL6F,10,1,2,0,1,1,1,0
69W3HES3,10,2,1,0,1,1,1,0
69UWEAZP,10,2,0,0,1,1,1,0
69V9BDM8,10,1,1,0,2,1,1,0
69VDVTB6,10,2,1,0,1,1,1,0
69UV37ZZ,10,1,1,0,1,1,1,0
69UVN2B9,12,1,1,0,2,1,1,0
69VCXDK8,10,1,1,0,2,1,1,0
69VQ3A1U,10,3,0,0,1,1,1,0
69VZZH9W,10,1,0,0,3,1,1,0
69VSTTH8,11,2,1,0,1,1,1,1
69URX5IR,10,1,0,0,3,1,1,0
69VO365L,10,2,0,0,1,1,1,0
69WGU5JV,10,2,0,0,2,1,1,0
69VXAO3Y,10,1,2,0,1,1,1,0
69U5BATS,11,1,1,0,2,1,1,1
69V4W6RB,11,2,0,0,1,1,1,0
69ULMZE3,10,2,0,0,2,1,1,0
69VHH4SG,10,2,1,0,1,1,1,0
69UM3DZU,13,3,0,0,2,1,1,1
69UKALR1,11,2,0,0,2,1,1,1
69WUK43N,10,1,1,0,2,1,1,0
69W9W22Q,11,1,0,0,3,1,1,0
69VIYDQK,10,1,1,0,1,1,1,0
69VX4JCV,11,2,0,0,2,1,1,1
69VCBWBX,10,1,1,0,2,1,1,0
69V5OMSP,11,3,0,0,1,1,1,1
69VCF11Q,10,2,0,0,1,1,1,0
69UTI5YI,11,1,1,0,2,1,1,0
69WBITHA,11,1,0,0,2,1,1,1
69VTD5DZ,10,1,2,0,1,1,1,0
69UTT3I6,10,1,1,0,2,1,1,0
69UUAMMY,12,2,1,0,2,1,1,0
69VKG2UH,10,2,1,0,1,1,1,0
69V1PFL6,10,1,1,0,2,1,1,0
69TZANAK,12,2,0,0,3,1,1,0
69V92EA5,10,1,1,0,1,1,1,0
69VEW3LR,10,2,0,0,1,1,1,0
69VYDNB1,10,1,2,0,1,1,1,0
69W1K4NS,12,3,0,0,1,1,1,1
69VFJWD3,10,1,1,0,2,1,1,0
69W81IC5,12,1,2,0,2,1,1,0
69V3VT1X,10,1,1,0,2,1,1,0
69UH42H1,11,1,1,0,1,1,1,0
69VINLGH,12,1,2,0,2,1,1,0
69V51P44,10,1,1,0,2,1,1,0
69UHL4M6,11,2,1,0,1,1,1,0
69UBDS7P,10,1,2,0,1,1,1,0
69UTRJP2,11,1,0,0,3,1,1,0
69WKH4PT,10,1,1,0,2,1,1,0
69VEW3HW,11,1,1,0,2,1,1,1
69UQSK2L,10,2,1,0,1,1,1,0
69VMBYFS,10,1,1,0,2,1,1,0
69TUNMMQ,10,1,0,0,3,1,1,0
69W2H86E,12,2,1,0,1,1,1,1
69VEGWZZ,10,1,2,0,1,1,1,0
69UZZUZ9,10,1,1,0,2,1,1,0
69UKGZNO,10,1,1,0,2,1,1,0
69V99RJ7,10,1,1,0,1,1,1,0
69WFA6O3,10,1,0,0,2,1,1,0
69WDNOVY,10,2,1,0,1,1,1,0
69WDYE3M,10,3,0,0,1,1,1,0
69VWHWWK,10,1,2,0,1,1,1,0
69WNHKSV,10,2,1,0,1,1,1,0
69VDOCYG,11,1,1,0,1,1,1,1
69VS87QR,10,3,0,0,1,1,1,0
69WFJF2I,11,2,0,0,2,1,1,1
69WBKEZD,11,2,0,0,2,1,1,0
69VR3JDD,10,1,0,0,3,1,1,0
69VWMJZN,10,2,0,0,2,1,1,0
69VWPLZN,10,1,0,0,3,1,1,0
69W33U2N,11,3,0,0,1,1,1,0
69V6K2TJ,11,2,1,0,1,1,1,1
69VFONX7,10,2,1,0,1,1,1,0
69WSFDLR,10,2,1,0,1,1,1,0
69VP1TG7,10,1,0,0,3,1,1,0
69VHH8M3,10,2,0,0,2,1,1,0
69VERF5D,12,1,2,0,2,1,1,0
69WLQKCZ,10,1,0,0,2,1,1,0
69V89OAC,10,2,0,0,2,1,1,0
69W7AFCX,10,2,1,0,1,1,1,0
69VGQE1M,12,2,1,0,1,1,1,0
69V3XJMM,11,1,0,0,3,1,1,1
69W38FIJ,10,2,0,0,2,1,1,0
69VZH45P,10,1,2,0,1,1,1,0
69W8UD4Z,11,2,1,0,1,1,1,0
69V6K6A3,10,2,0,0,2,1,1,0
69VIWRO9,11,2,1,0,1,1,1,0
69VERHYQ,10,1,1,0,2,1,1,0
69ULRLS1,11,2,1,0,1,1,1,0
69WGL42J,10,1,0,0,3,1,1,0
69VKME6T,10,2,0,0,2,1,1,0
69VCMGQE,10,1,2,0,1,1,1,0
69VL8M9Q,11,1,1,0,2,1,1,1
69USVZX1,11,1,0,0,3,1,1,1
69VKBMIN,11,3,0,0,1,1,1,1
69V5K166,11,1,2,0,1,1,1,0
69WNEKVU,10,2,1,0,1,1,1,0
69W7498M,10,1,1,0,1,1,1,0
69VM1549,10,1,1,0,2,1,1,0
69X56IQ3,13,2,2,0,1,1,1,1
69VZQ59I,10,1,2,0,1,1,1,0
69VB71BP,11,1,1,0,1,1,1,1
69VNZ3J8,12,2,0,0,2,1,1,0
69VBTXSI,12,1,0,0,2,1,1,1
69VPJVJ3,11,1,1,0,2,1,1,0
69VZ9E5J,11,2,0,0,1,1,1,1
69WAOTSZ,10,1,1,0,2,1,1,0
69UGA3TD,11,1,2,0,1,1,1,1
69XJ13PY,12,2,1,0,2,1,1,0
69UMFS21,10,1,1,0,2,1,1,0
69UV4OOI,11,2,1,0,1,1,1,1
69VNOAGR,11,2,0,0,2,1,1,1
69VPN12X,10,1,2,0,1,1,1,0
69WKIKHJ,10,2,1,0,1,1,1,0
69WDJ7EV,11,1,1,0,2,1,1,0
69UWXZG4,10,2,1,0,1,1,1,0
69XC7EQX,10,1,1,0,1,1,1,0
69X369PD,12,1,1,0,2,1,1,0
69VLGB31,10,1,0,0,3,1,1,0
69WJ3BL7,10,1,1,0,2,1,1,0
69WTJWE5,11,1,0,0,3,1,1,1
69X34KIL,11,1,0,0,3,1,1,0
69WFL1U6,12,2,0,0,2,1,1,0
69X2FAAG,10,1,2,0,1,1,1,0
69XNPZVM,12,1,3,0,1,1,1,0
69X6QMPQ,10,2,1,0,1,1,1,0
69UHD6YN,10,1,0,0,3,1,1,0
69VYJVPB,10,1,1,0,2,1,1,0
69VYGPA8,12,2,1,0,1,1,1,1
69X331MJ,10,1,2,0,1,1,1,0
69WLP1ND,10,2,0,0,1,1,1,0
69WXQLTK,11,2,1,0,1,1,1,1
69XI2EH8,10,1,1,0,2,1,1,0
69VUA65I,11,1,2,0,1,1,1,1
69W8JSO6,10,1,1,0,2,1,1,0
69WRU9IT,10,2,1,0,1,1,1,0
69VXGSS9,10,1,1,0,1,1,1,0
69VWRCQ3,10,1,2,0,1,1,1,0
69XBDML5,10,2,0,0,2,1,1,0
69VUSJBO,10,3,0,0,1,1,1,0
69V6XV7G,10,1,2,0,1,1,1,0
69WXKK95,11,1,0,0,2,1,1,1
69W7UCQQ,11,1,1,0,2,1,1,1
69WEJ5PF,11,2,0,0,1,1,1,1
69VTZT6O,10,1,0,0,2,1,1,0
69VVDAXQ,12,3,0,0,1,1,1,2
69VVGCXY,10,1,1,0,1,1,1,0
69UX54BO,10,1,1,0,1,1,1,0
69W9Q44W,10,2,1,0,1,1,1,0
69WACH7H,10,1,1,0,1,1,1,0
69VYT7I5,10,1,2,0,1,1,1,0
69WAFLMF,10,1,1,0,2,1,1,0
69VYW4GI,10,3,0,0,1,1,1,0
69WDQUQ4,10,1,1,0,2,1,1,0
69XMAQ6O,12,2,2,0,1,1,1,0
69VNAOLN,10,1,1,0,2,1,1,0
69VXI7EP,12,3,0,0,2,1,1,0
69W5BL9O,11,1,1,0,1,1,1,1
69WD2A14,10,1,1,0,2,1,1,0
69WGR6NF,10,2,1,0,1,1,1,0
69YDWWM2,10,1,1,0,2,1,1,0
69VYCEVC,11,1,1,0,2,1,1,0
69VTM91I,11,1,0,0,2,1,1,1
69WL3FQ7,10,1,2,0,1,1,1,0
69X657H3,11,1,2,0,1,1,1,1
69W3WQCT,10,1,2,0,1,1,1,0
69VON26J,10,2,0,0,2,1,1,0
69WZKUPX,10,2,0,0,2,1,1,0
69W8O8FK,10,2,0,0,2,1,1,0
69XHCZNH,11,1,1,0,2,1,1,1
69W6X5LP,10,1,0,0,3,1,1,0
69VVYRWG,11,1,0,0,2,1,1,1
69WRF1AO,10,1,0,0,2,1,1,0
69XB18NM,10,2,1,0,1,1,1,0
69WM55FF,10,1,0,0,3,1,1,0
69W5G6Z5,10,2,0,0,2,1,1,0
69Y3CZKY,11,2,0,0,1,1,1,1
69WMTI56,10,1,1,0,2,1,1,0
69XDDWI8,10,1,1,0,1,1,1,0
69VCETOY,12,2,2,0,1,1,1,0
69XSKW65,10,1,1,0,1,1,1,0
69XMAQ1A,12,2,1,0,2,1,1,0
69W3YCFK,10,1,2,0,1,1,1,0
69WUXZJN,10,1,1,0,1,1,1,0
69YLQIM9,11,1,1,0,2,1,1,1
69WFGESU,11,2,0,0,2,1,1,1
69W7I971,11,1,1,0,1,1,1,0
69W4QXMX,10,1,0,0,2,1,1,0
69XX7VS2,10,2,1,0,1,1,1,0
69VQ6LJ1,10,2,1,0,1,1,1,0
69WLIUZY,10,2,1,0,1,1,1,0
69WEYEDM,12,1,2,0,1,1,1,0
69XAMI3Z,10,1,2,0,1,1,1,0
69YVVB5R,12,1,2,0,1,1,1,0
69Z2Z7F9,12,2,1,0,1,1,1,0
69WR4IT1,10,1,2,0,1,1,1,0
69WNNMX4,12,2,1,0,2,1,1,0
69WQ8WXO,11,1,1,0,2,1,1,1
69WFG9Y7,10,2,0,0,2,1,1,0
69XEIGSC,10,1,2,0,1,1,1,0
69X6FTIX,10,2,0,0,2,1,1,0
69Y9CG74,12,1,1,0,2,1,1,0
69Z46KDB,10,2,1,0,1,1,1,0
69YICAL7,10,2,1,0,1,1,1,0
69WLQCR7,10,1,1,0,2,1,1,0
69WPEPSN,10,1,2,0,1,1,1,0
69YG2YKI,11,1,1,0,2,1,1,0
69WVISP1,10,2,0,0,2,1,1,0
69WFR1WY,10,2,1,0,1,1,1,0
69Y4SM86,12,2,0,0,2,1,1,0
69WSXPSI,11,1,1,0,1,1,1,1
69XVMW2K,10,1,0,0,2,1,1,0
69W3Y5WW,12,2,0,0,1,1,1,1
69Y91TTY,10,1,1,0,2,1,1,0
69WALMDT,10,2,1,0,1,1,1,0
69WZGJMN,12,2,2,0,1,1,1,0
69WPSHWW,10,1,2,0,1,1,1,0
69VZB2V8,11,2,0,0,2,1,1,1
69VY7OH9,10,1,0,0,3,1,1,0
69XHHDRH,12,1,1,0,3,1,1,0
69YOKX8Y,12,3,1,0,1,1,1,0
69X1RC1M,10,1,2,0,1,1,1,0
69X3III6,11,2,0,0,1,1,1,1
69YCX22C,11,2,1,0,1,1,1,1
69WB6IZN,10,3,0,0,1,1,1,0
69WSRCV6,10,1,1,0,1,1,1,0
69X3ICL7,12,2,1,0,2,1,1,0
69W1OYT3,11,2,1,0,1,1,1,1
69YOER3A,11,1,0,0,3,1,1,0
69WYMB53,13,1,3,0,1,1,1,1
69WGAH58,10,2,1,0,1,1,1,0
69YU6Q2G,11,2,1,0,1,1,1,0
69WQ79RX,10,2,1,0,1,1,1,0
69XDLBCM,12,1,1,0,3,1,1,0
69WBH9LB,10,1,2,0,1,1,1,0
69XLXIQU,10,3,0,0,1,1,1,0
69Y7ALK7,10,3,0,0,1,1,1,0
69XNXLLU,12,2,1,0,2,1,1,0
69XRPB4D,10,1,1,0,1,1,1,0
69WZ439I,10,3,0,0,1,1,1,0
69XNDXAU,11,1,0,0,2,1,1,0
69ZEZHL2,12,1,2,0,1,1,1,1
69W99D7I,11,1,1,0,2,1,1,1
69X7FXEO,13,2,2,0,1,1,1,1
69WSASE8,10,1,1,0,2,1,1,0
69WGPNFO,10,1,0,0,3,1,1,0
69XAVMEB,10,2,1,0,1,1,1,0
69W62TME,11,2,0,0,2,1,1,1
69YF8VFS,11,1,0,0,3,1,1,1
69WFDBWG,10,2,0,0,2,1,1,0
69XK47E1,10,2,0,0,1,1,1,0
69XUYX9X,10,2,1,0,1,1,1,0
69YIILKO,10,2,0,0,2,1,1,0
69YIDVFM,10,1,1,0,2,1,1,0
69XVPXVR,10,1,1,0,2,1,1,0
69XDMYCR,10,2,1,0,1,1,1,0
69XL7HU5,10,1,1,0,1,1,1,0
69X37KJK,10,1,0,0,3,1,1,0
69W67BWT,10,2,1,0,1,1,1,0
69YVS4NC,10,1,1,0,1,1,1,0
69YWHSKN,13,1,2,0,2,1,1,1
69YL2AHS,12,4,0,0,1,1,1,0
69WX6RJO,10,2,0,0,1,1,1,0
69XO9E3P,10,1,0,0,3,1,1,0
69ZPB8BD,11,3,0,0,1,1,1,1
69Y2KQTC,11,1,2,0,1,1,1,1
69XRCW1X,13,2,0,0,2,1,1,1
69Y12A9V,12,1,1,0,3,1,1,0
69XI6XEN,11,3,0,0,1,1,1,1
69WCQOYN,10,2,0,0,2,1,1,0
69XFINN5,10,2,1,0,1,1,1,0
69XN38AX,12,1,1,0,2,1,1,0
69W9639F,10,1,2,0,1,1,1,0
69YC8G8B,10,1,2,0,1,1,1,0
69X2VZRV,10,1,2,0,1,1,1,0
69WNZWJ7,10,3,0,0,1,1,1,0
69XT8NMD,10,1,1,0,1,1,1,0
69X9GCPU,10,1,2,0,1,1,1,0
69ZAMSJQ,10,1,1,0,1,1,1,0
69XXOFSV,10,2,0,0,2,1,1,0
69X469RH,11,1,1,0,2,1,1,1
69WBH3QX,10,2,0,0,2,1,1,0
69YVNJ1K,10,2,0,0,2,1,1,0
69XEN4PA,10,1,1,0,1,1,1,0
69XDGSVD,10,1,2,0,1,1,1,0
69XS6ZVV,13,2,2,0,1,1,1,0
69XIYEV4,11,3,0,0,1,1,1,0
69XNLDQG,10,1,2,0,1,1,1,0
69YIN95Y,12,1,1,0,2,1,1,0
69X6H6W5,10,1,2,0,1,1,1,0
69X6RWOC,10,2,0,0,2,1,1,0
69XKYPMT,10,1,1,0,2,1,1,0
69XR6OB8,10,1,0,0,3,1,1,0
69YO745W,10,1,0,0,2,1,1,0
69X5OR2Q,10,1,1,0,2,1,1,0
69YDM7GC,10,2,0,0,2,1,1,0
69YCPEDF,10,2,0,0,1,1,1,0
69XE6DT8,10,2,0,0,1,1,1,0
69XQS88D,10,1,0,0,3,1,1,0
69X9KS2A,10,2,1,0,1,1,1,0
69XCDMNU,10,1,2,0,1,1,1,0
69WQL8UW,10,2,1,0,1,1,1,0
69Z1MV1O,10,1,0,0,3,1,1,0
69WYA4VX,10,1,1,0,2,1,1,0
69WSZ2G4,10,1,2,0,1,1,1,0
69XZ9OJV,10,1,1,0,1,1,1,0
69YC8KXG,10,1,0,0,3,1,1,0
69WGKZOF,12,1,2,0,2,1,1,0
69XHS56I,10,2,0,0,2,1,1,0
69XQWSSI,11,2,1,0,1,1,1,1
69WTIHNS,11,1,2,0,1,1,1,1
69X7YF1R,12,1,2,0,2,1,1,0
69XYLOZT,10,2,1,0,1,1,1,0
69Z8R662,11,1,2,0,1,1,1,0
69WJ4L2I,10,1,2,0,1,1,1,0
69XCGLLU,10,2,0,0,2,1,1,0
69Y4NVY7,10,1,1,0,2,1,1,0
6A1IZIZC,11,1,2,0,1,1,1,0
69Z2DXZT,11,2,0,0,2,1,1,0
69Y89DZ5,10,1,2,0,1,1,1,0
69XIYFYQ,10,1,2,0,1,1,1,0
69W6U6L2,11,1,1,0,1,1,1,1
69X4IJQU,11,3,0,0,1,1,1,1
69X5N4UP,10,2,0,0,2,1,1,0
69XK4CO1,10,1,1,0,2,1,1,0
69WWY8TP,10,1,2,0,1,1,1,0
69ZP2A64,11,1,2,0,1,1,1,1
69WRT23H,11,2,0,0,1,1,1,1
69XSPCL5,12,1,2,0,2,1,1,0
69Y8OMU7,10,2,0,0,2,1,1,0
69Y2NIX6,12,1,3,0,1,1,1,0
69ZFE9ZA,10,2,1,0,1,1,1,0
69YXQY1O,13,3,0,0,2,1,1,1
69XR58WR,11,2,0,0,1,1,1,1
69XA15M8,11,2,1,0,1,1,1,0
69WW57K7,10,1,1,0,2,1,1,0
69XHHG4O,10,1,1,0,1,1,1,0
69WW89B6,10,2,0,0,2,1,1,0
69XYZIPI,10,2,0,0,1,1,1,0
69ZY87KE,10,2,0,0,2,1,1,0
69Z2MZF2,10,1,2,0,1,1,1,0
69YDQXPG,11,1,2,0,1,1,1,1
69Y5BXCV,10,1,0,0,3,1,1,0
69YXNZQO,10,1,2,0,1,1,1,0
69XYQ6SD,10,2,1,0,1,1,1,0
6A1RCKQD,10,2,0,0,2,1,1,0
69YW9X2I,11,3,0,0,1,1,1,1
69YOERAE,10,1,1,0,2,1,1,0
6A152WN8,13,1,1,0,3,1,1,1
69XB5SUP,10,1,1,0,2,1,1,0
69Y96E5N,10,2,1,0,1,1,1,0
6A11QUQD,11,1,1,0,2,1,1,0
69YNQVJ6,10,1,2,0,1,1,1,0
69YLEFL4,10,1,1,0,1,1,1,0
69XT46CE,12,1,0,0,2,1,1,2
69X758KG,10,2,1,0,1,1,1,0
69XHHISA,11,1,1,0,2,1,1,1
69XRS5L4,12,2,1,0,1,1,1,2
69YBB8QH,12,2,1,0,2,1,1,0
69Y442TN,10,1,1,0,2,1,1,0
69ZKSVWV,11,1,0,0,3,1,1,0
69ZRBM97,10,2,0,0,1,1,1,0
69Y45KHH,10,1,1,0,1,1,1,0
69YJ7WC4,10,1,1,0,2,1,1,0
6A19KH47,10,2,1,0,1,1,1,0
6A17IMCK,10,2,0,0,2,1,1,0
69ZJC2O5,10,1,1,0,2,1,1,0
69Y7JSVP,10,1,1,0,2,1,1,0
69YSQ6MT,10,2,0,0,2,1,1,0
69Z2CBSE,12,1,0,0,2,1,1,2
69XBYR8S,10,1,0,0,2,1,1,0
69YIWBGR,12,1,1,0,2,1,1,0
69YOR7BT,10,1,0,0,3,1,1,0
69XJD75Z,10,2,0,0,2,1,1,0
69Z16898,10,2,1,0,1,1,1,0
69XD4R1B,10,1,2,0,1,1,1,0
6A1AWOLT,10,2,0,0,2,1,1,0
69YIZ9O9,13,1,0,0,3,1,1,1
69ZQNOTN,10,1,1,0,2,1,1,0
69ZOKGFQ,11,1,2,0,1,1,1,1
69XZ4YI9,13,1,1,0,3,1,1,1
69YLV9DS,13,2,1,0,1,1,1,1
69XIBOAO,12,2,1,0,1,1,1,1
69XVOE81,13,1,1,0,2,1,1,2
69Y7LDVL,10,1,0,0,3,1,1,0
6A1HK3AP,10,1,0,0,3,1,1,0
69YWHPPF,10,1,2,0,1,1,1,0
69XSKUFD,10,1,1,0,2,1,1,0
6A2428HD,10,2,1,0,1,1,1,0
69X466ZL,13,2,1,0,1,1,1,1
69XFTF2B,11,1,0,0,3,1,1,0
6A1CX8IF,10,2,0,0,1,1,1,0
69XXT2JQ,11,1,1,0,2,1,1,1
6A1EDNZ4,11,1,1,0,2,1,1,1
69XY6A46,11,2,1,0,1,1,1,1
69YDJGM6,10,1,2,0,1,1,1,0
69ZVUPOU,11,3,0,0,1,1,1,1
69YFI732,10,2,1,0,1,1,1,0
69XVL9LL,10,1,1,0,2,1,1,0
69XQFYU4,10,2,1,0,1,1,1,0
69YI7WZY,12,1,0,0,2,1,1,2
69X5RQDM,10,1,2,0,1,1,1,0
69XCALDX,10,1,1,0,2,1,1,0
69YKEEYP,11,2,1,0,1,1,1,1
69ZBATZK,11,1,1,0,1,1,1,1
69XXLI3Z,11,1,2,0,1,1,1,1
6A1DPJP6,10,1,1,0,2,1,1,0
69ZCFAJP,10,3,0,0,1,1,1,0
69XP4XGT,10,1,1,0,2,1,1,0
6A1XR5G4,10,1,1,0,2,1,1,0
69YN3VDO,11,1,0,0,2,1,1,0
6A1J3OQ3,10,2,0,0,2,1,1,0
6A1DMQOI,10,2,0,0,1,1,1,0
69YGAQ3B,10,2,1,0,1,1,1,0
6A17CIHA,12,1,3,0,1,1,1,0
69XPKC2O,13,2,1,0,2,1,1,1
69ZIXC67,10,3,0,0,1,1,1,0
6A183GCP,10,2,1,0,1,1,1,0
69YOJMDV,10,2,0,0,1,1,1,0
69YWYFQB,10,1,1,0,1,1,1,0
69Z2DXI3,11,1,0,0,2,1,1,1
6A19P6NK,12,2,0,0,2,1,1,0
6A1J8CB3,10,1,1,0,2,1,1,0
69Y5PO6L,10,3,0,0,1,1,1,0
69YMVH4E,10,1,1,0,2,1,1,0
69XY4ZN8,11,1,0,0,3,1,1,1
69WL9R2V,12,2,1,0,1,1,1,0
69YBKO63,11,2,1,0,1,1,1,0
69YT9KP1,10,1,2,0,1,1,1,0
69YYA89Y,10,3,0,0,1,1,1,0
69YJ9I2H,12,2,1,0,2,1,1,0
69YJE3K9,11,1,2,0,1,1,1,1
69YUBE48,11,1,0,0,3,1,1,0
69ZLFCGZ,10,1,1,0,2,1,1,0
69YL8FY5,10,1,1,0,1,1,1,0
69YFBX2N,10,2,1,0,1,1,1,0
69YOSRYZ,10,1,0,0,3,1,1,0
6A37TKMC,11,2,1,0,1,1,1,1
6A1BD3KK,10,1,1,0,2,1,1,0
69Y5R7UZ,12,1,2,0,1,1,1,2
69YXU8P5,10,3,0,0,1,1,1,0
69XRWS2X,10,1,1,0,2,1,1,0
6A1HORVQ,10,2,1,0,1,1,1,0
69YCHKEK,10,1,2,0,1,1,1,0
69YZBYWN,10,1,2,0,1,1,1,0
69Y9OTB4,10,2,1,0,1,1,1,0
69YPDEM9,10,3,0,0,1,1,1,0
6A1KP4DR,10,1,1,0,1,1,1,0
69YAWJMY,10,2,1,0,1,1,1,0
69YTEACT,10,2,1,0,1,1,1,0
6A1DDEH9,10,2,1,0,1,1,1,0
6A12G6ME,11,2,1,0,1,1,1,1
6A1CR48X,12,2,1,0,1,1,1,2
69YY7FLN,10,1,1,0,1,1,1,0
69ZLMTDM,10,1,2,0,1,1,1,0
69Y6OB8D,10,1,0,0,3,1,1,0
69WRUJ8F,10,3,0,0,1,1,1,0
6A1OJVCN,11,2,0,0,2,1,1,1
6A2K4MJZ,10,1,1,0,1,1,1,0
69ZDWH7A,11,2,0,0,2,1,1,0
69ZCWDU7,10,1,1,0,2,1,1,0
69ZM4OLO,10,1,1,0,1,1,1,0
69Z8SKLM,10,2,1,0,1,1,1,0
6A1OXIOA,10,1,1,0,1,1,1,0
6A1NL8BK,10,2,0,0,1,1,1,0
6A27X41A,11,1,2,0,1,1,1,1
6A19WMD1,12,2,0,0,2,1,1,2
69Z5FYHQ,10,1,2,0,1,1,1,0
69YGXNAL,10,1,0,0,2,1,1,0
69Y2LZZL,11,1,0,0,3,1,1,0
6A2LOMBR,10,2,0,0,1,1,1,0
69ZR3WV1,10,2,1,0,1,1,1,0
69Y81UF1,10,3,0,0,1,1,1,0
69YVD1MB,11,2,0,0,2,1,1,0
69ZPS6WB,11,1,1,0,1,1,1,1
69YXJC9D,12,2,1,0,2,1,1,0
6A1XGP3X,10,1,2,0,1,1,1,0
69YKLYEW,14,1,2,0,2,1,1,0
69Z2XPEX,10,1,1,0,2,1,1,0
69X12RIZ,10,3,0,0,1,1,1,0
6A2JAQXJ,11,1,1,0,1,1,1,1
6A2GJ8AN,10,1,2,0,1,1,1,0
69YDZYZL,10,2,1,0,1,1,1,0
69ZUSUTY,10,3,0,0,1,1,1,0
6A2MHBBD,12,1,2,0,2,1,1,0
69ZRJ9KM,10,2,0,0,2,1,1,0
69Y345BZ,10,3,0,0,1,1,1,0
6A1QUTEC,10,1,2,0,1,1,1,0
69ZUJTAD,12,1,2,0,1,1,1,0
6A1VTYNG,10,1,0,0,3,1,1,0
69Y8OHCA,11,1,1,0,1,1,1,1
