Seed,Twos,DNA,Negtive Jokers,Blueprint/Brainstorm,Death
U4J2EVW9 ,15,0,0,1,0
UJPMBL8X ,15,0,0,1,0
WAD64CB7 ,15,0,0,1,0
UZQ25SND ,15,0,0,1,0
V9JEA11I ,15,0,0,1,0
VIKCYGVR ,15,1,0,1,0
WSMEK4KL ,15,0,0,1,0
X537PU4H ,15,0,0,1,0
VM16N2QH ,15,0,0,1,0
VULHHCDX ,15,0,0,1,0
W71L2FFP ,15,0,0,1,0
WFBSNPGQ ,15,0,0,1,0
YAX3BMHQ ,15,0,0,1,0
X9CPK5Q4 ,15,0,0,1,0
X9DZF2XN ,15,0,0,1,0
WTX2ELN6 ,15,0,0,1,0
WPJM9U1R ,15,1,0,1,0
XG5UD5MD ,15,0,0,1,0
XLD7KFKG ,15,0,0,1,0
YOX71LED ,15,0,0,1,0
YTDVP1CN ,15,0,0,1,0
X934GJVV ,15,0,0,1,0
ZFSCQLBK ,15,0,0,1,0
XM3C9SF3 ,15,0,0,1,0
Y6AKBWU9 ,15,0,0,1,0
ZJQAQ9WB ,15,0,0,1,0
Y9J8NWNS ,15,0,0,1,0
ZAQEUKF5 ,15,0,0,1,0
RDF252NK ,15,0,0,1,0
7D8OPFZI ,15,0,0,1,0
GXJ9WUSS ,15,1,0,1,0
BS8E7NPH ,15,0,0,1,0
C5HAV395 ,15,0,0,1,0
Y3XFR94A ,15,0,0,1,0
LTYX78BD ,14,2,0,1,0
UKWN1PWE ,19,0,0,0,1
2Z5TQX1K ,18,0,0,0,1
31KF86RG ,18,1,0,0,0
M9GWBMCN ,18,1,0,0,0
7GNHWV7N ,17,0,0,0,2
1Z8F8TTH ,17,0,0,0,1
8LZPF9J2 ,17,0,0,0,1
93KGOYZ8 ,17,0,0,0,1
DLY68MET ,17,0,0,0,1
FLY12I7X ,17,0,0,0,1
JURV6I94 ,17,0,0,0,1
LGLW6EA9 ,17,0,0,0,1
PPODG8XB ,17,0,0,0,1
P9BF2HT9 ,17,0,0,0,1
PRMQYEG8 ,17,0,0,0,1
QFFGW3BZ ,17,0,0,0,1
S1ZCX3OD ,17,0,0,0,1
SVGFO6V2 ,17,0,0,0,1
WTSKNT23 ,17,0,0,0,1
ZMJW3FGB ,17,0,0,0,1
SSEYY1B  ,17,1,0,0,0
36VBDA15 ,17,1,0,0,0
3P58PLYU ,17,1,0,0,0
44W624M9 ,17,1,0,0,0
7XN2XOHQ ,17,1,0,0,0
GVG7XKV1 ,17,1,0,0,0
NEZNIX4X ,17,1,0,0,0
SY6H1FON ,17,1,0,0,0
XLO2WPG5 ,17,1,0,0,0
LF5QN6E7 ,17,1,0,0,0
H3DCYZB9 ,16,0,0,0,3
WWKZ9L5G ,16,0,0,0,3
7RINZWW9 ,16,0,0,0,2
JBG9Q9JX ,16,0,0,0,2
ZXKWMWU7 ,16,0,0,0,2
8U2ONSW  ,16,0,0,0,1
LTAQ1HJ  ,16,0,0,0,1
1FV31ODE ,16,0,0,0,1
2EKZ932L ,16,0,0,0,1
2MHUT1FU ,16,0,0,0,1
3R1ZL7NZ ,16,0,0,0,1
45P3CPL8 ,16,0,0,0,1
58ET8Q62 ,16,1,0,0,1
5NVP2BPB ,16,0,0,0,1
6CUKM5JH ,16,0,0,0,1
7FY95P2Y ,16,0,0,0,1
84IPFKJS ,16,0,0,0,1
9BFCG1CD ,16,0,0,0,1
9CGR7GT2 ,16,0,0,0,1
9C38WK4O ,16,0,0,0,1
9AVNJ3E3 ,16,0,0,0,1
9R71IZPW ,16,0,0,0,1
9YICVZCZ ,16,0,0,0,1
A4LHQTL7 ,16,0,0,0,1
AADIKY3U ,16,0,0,0,1
A77BU1ID ,16,0,0,0,1
BDBHD3PS ,16,0,0,0,1
B3B3LYSN ,16,0,0,0,1
BP4G1LO9 ,16,0,0,0,1
BWFY4X6I ,16,0,0,0,1
BJJVNIJ4 ,16,0,0,0,1
BIODV1SA ,16,0,0,0,1
BSMWPZ7M ,16,0,0,0,1
CHTSKSUK ,16,0,0,0,1
CXEVC633 ,16,0,0,0,1
ECK41HWK ,16,0,0,0,1
EHIYB6KU ,16,0,0,0,1
ED3WH77I ,16,0,0,0,1
EDPMMYZG ,16,0,0,0,1
FV3ZLMMT ,16,0,0,0,1
HQKUIVL6 ,16,0,0,0,1
J6P96162 ,16,0,0,0,1
JW4P4FSX ,16,0,0,0,1
M3Z31HC4 ,16,0,0,0,1
MQRNXSF3 ,16,0,0,0,1
O6ZWIL7M ,16,0,0,0,1
OECVQ2LO ,16,0,0,0,1
POR95P9Q ,16,0,0,0,1
PWI5G2GD ,16,0,0,0,1
QHM3P2FO ,16,0,0,0,1
QYC9IHJZ ,16,0,0,0,1
QIG7SM1V ,16,0,0,0,1
QZBBJXDG ,16,0,0,0,1
S5JKS3YJ ,16,0,0,0,1
RVFA882V ,16,0,0,0,1
RKYF8T2S ,16,0,0,0,1
TFLOAQAA ,16,0,0,0,1
T3GSGT7D ,16,0,0,0,1
SZJ7YQBN ,16,0,0,0,1
T18ZWWW9 ,16,0,0,0,1
T5NOK8T6 ,16,0,0,0,1
VXXRZ9PS ,16,0,0,0,1
TZBGCVBF ,16,0,0,0,1
VRPQR3HN ,16,0,0,0,1
WMSUZY92 ,16,0,0,0,1
WIX8RJ7N ,16,0,0,0,1
WXWDS26R ,16,0,0,0,1
Y8LCOGVJ ,16,0,0,0,1
XXNUUR25 ,16,0,0,0,1
YKLPSNSI ,16,0,0,0,1
ZNU59C7S ,16,0,0,0,1
YZF4G5E3 ,16,0,0,0,1
YZCQIF9R ,16,0,0,0,1
Z3TP5SJG ,16,0,0,0,1
ZS9L3AWW ,16,0,0,0,1
ZSY7GVRE ,16,0,0,0,1
G2D27ZPU ,16,0,0,0,1
OBM2RQJO ,16,0,0,0,1
PL4RHAY5 ,16,0,0,0,1
C1XPDT83 ,16,1,0,0,1
YYUR4WQ  ,16,1,0,0,0
28IACQ7Z ,16,1,0,0,0
2B514DSS ,16,1,0,0,0
3IR6QFYL ,16,1,0,0,0
4HEACDKJ ,16,1,0,0,0
571XNH1N ,16,1,0,0,0
6HM97XK8 ,16,1,0,0,0
63VLBO4P ,16,1,0,0,0
9GMI29DK ,16,1,0,0,0
BZJEZVYP ,16,1,0,0,0
CD13JJ5P ,16,1,0,0,0
DWNFVB4V ,16,1,0,0,0
FSJMOJUG ,16,2,0,0,0
HA5WFLMF ,16,1,0,0,0
OGDZWYKE ,16,1,0,0,0
O9PH76TT ,16,1,0,0,0
ZE1NYK46 ,16,1,0,0,0
XZOBV5MH ,16,1,0,0,0
YFACU8NO ,16,1,0,0,0
Q4O6WA29 ,16,1,0,0,0
ZD5JCGPY ,16,1,0,0,0
Z3BUPW1Y ,16,1,0,0,0
1COTDG1D ,15,0,0,0,2
2CXIXPIL ,15,0,0,0,2
468GCDPV ,15,0,0,0,2
53X18EE8 ,15,0,0,0,2
679UPQ2O ,15,0,0,0,2
8RS3ELXR ,15,0,0,0,2
DK98FEFY ,15,0,0,0,2
EAPRHN42 ,15,0,0,0,2
FBEL1V6P ,15,0,0,0,2
G9IWNIDW ,15,0,0,0,2
H61ESW6E ,15,0,0,0,2
ULMNQQVV ,15,0,0,0,2
XFCRXXS1 ,15,0,0,0,2
XFV1M71O ,15,0,0,0,2
1X6UNWL  ,15,0,0,0,1
AJL1WPK  ,15,0,0,0,1
BOGC5OS  ,15,0,0,0,1
COAEHBR  ,15,0,0,0,1
MT2EI1M  ,15,0,0,0,1
MYV6SY2  ,15,0,0,0,1
OEWSFBP  ,15,0,0,0,1
R3YV21V  ,15,0,0,0,1
SEXHW7Y  ,15,0,0,0,1
WT89BHS  ,15,0,0,0,1
1292HH64 ,15,0,0,0,1
14XJYDVX ,15,0,0,0,1
1D36M16Z ,15,0,0,0,1
1NOVROI5 ,15,0,0,0,1
1QZ8ONBP ,15,0,0,0,1
25KU7D3P ,15,0,0,0,1
284PL516 ,15,0,0,0,1
2ADPSCE7 ,15,0,0,0,1
2B7MXVE2 ,15,0,0,0,1
2D2GQEYK ,15,0,0,0,1
2DRQO39E ,15,0,0,0,1
2HT64M2W ,15,0,0,0,1
2KRG8RIQ ,15,0,0,0,1
2KJ214XE ,15,0,0,0,1
2KO58VVW ,15,0,0,0,1
2NFE8GMQ ,15,0,0,0,1
2UPMFJL2 ,15,0,0,0,1
2WE1AZ5Y ,15,0,0,0,1
2WLRYXB6 ,15,0,0,0,1
2Z9DEDO3 ,15,0,0,0,1
2XHHMSES ,15,1,0,0,1
33P4738M ,15,0,0,0,1
37UXJ6VO ,15,0,0,0,1
3CST9WOC ,15,0,0,0,1
3G4C9EF6 ,15,0,0,0,1
3QO96LMU ,15,0,0,0,1
3SYJX41Z ,15,0,0,0,1
3SN2ZZ39 ,15,0,0,0,1
3SHT1BQ3 ,15,0,0,0,1
3UVW5PRC ,15,0,0,0,1
3TM5749C ,15,0,0,0,1
3VV33BVI ,15,0,0,0,1
3WN2O78M ,15,0,0,0,1
3XKU9G56 ,15,0,0,0,1
3WS4JOPE ,15,0,0,0,1
42EM4JUQ ,15,0,0,0,1
44EMYOL8 ,15,0,0,0,1
46DBIYNI ,15,0,0,0,1
47BCA492 ,15,0,0,0,1
49FFZ6P4 ,15,0,0,0,1
4A3NGW14 ,15,0,0,0,1
46E7YHRS ,15,1,0,0,1
4EW8WQOD ,15,0,0,0,1
4BC7C1B4 ,15,0,0,0,1
4FYEHOEV ,15,0,0,0,1
4NY2DELF ,15,0,0,0,1
4RAO9JLK ,15,0,0,0,1
4LHIIAP5 ,15,0,0,0,1
4VEOA8DN ,15,0,0,0,1
4UICWR2S ,15,0,0,0,1
4UMQZKJK ,15,0,0,0,1
4XBDZPZI ,15,0,0,0,1
4X1EX9HH ,15,0,0,0,1
54SLJRHJ ,15,0,0,0,1
56YUL5L5 ,15,0,0,0,1
567ILEQQ ,15,0,0,0,1
5CZVXWZV ,15,0,0,0,1
5B8RC8NQ ,15,0,0,0,1
5F6V1VHQ ,15,0,0,0,1
5HX8KDWD ,15,0,0,0,1
5PR52LIR ,15,0,0,0,1
631IJMVO ,15,0,0,0,1
638K4T7M ,15,0,0,0,1
644CRXKM ,15,0,0,0,1
674GJ3U5 ,15,0,0,0,1
6E7PZJFV ,15,0,0,0,1
6KOA3MRA ,15,0,0,0,1
6O1TN7CO ,15,0,0,0,1
6O2VJJVR ,15,0,0,0,1
6SBV81G2 ,15,0,0,0,1
719JDZT9 ,15,0,0,0,1
74O1UGYZ ,15,0,0,0,1
73FY157B ,15,0,0,0,1
7697ECWV ,15,0,0,0,1
7BX43U5J ,15,0,0,0,1
7MFPHFBA ,15,0,0,0,1
7S1VR8Q6 ,15,1,0,0,1
7TGZ1SXC ,15,0,0,0,1
84999LVA ,15,0,0,0,1
8GPU81NE ,15,0,0,0,1
7YK7T7LV ,15,0,0,0,1
7XF4TTGW ,15,0,0,0,1
8BZ7B28C ,15,0,0,0,1
8FMRGLUA ,15,0,0,0,1
8J2MAPNK ,15,0,0,0,1
8K5WDVJD ,15,0,0,0,1
8VPFFLV9 ,15,0,0,0,1
8RGX2CHZ ,15,0,0,0,1
8OZCG3HZ ,15,0,0,0,1
98HZOELE ,15,0,0,0,1
8ZGKESXO ,15,0,0,0,1
97MKXNOH ,15,0,0,0,1
9NHPNJEL ,15,0,0,0,1
9LD62FK6 ,15,0,0,0,1
9IHNGFEK ,15,0,0,0,1
9TLWE1DY ,15,0,0,0,1
9XKDX9O7 ,15,1,0,0,1
A2GGMV3V ,15,0,0,0,1
9XM9MBZH ,15,0,0,0,1
A3BF9RHL ,15,0,0,0,1
9W8EO2GE ,15,0,0,0,1
ALO5K3AC ,15,0,0,0,1
AC1GCKFV ,15,0,0,0,1
AL3BZRVL ,15,0,0,0,1
AEN8DFTM ,15,0,0,0,1
AMYMUK4R ,15,0,0,0,1
B41J3NTQ ,15,0,0,0,1
B5BESY91 ,15,0,0,0,1
AY65P1CM ,15,1,0,0,1
AUYXYD3K ,15,0,0,0,1
BFQBB23Q ,15,0,0,0,1
BC1Z9PTG ,15,0,0,0,1
BHRMNQ7M ,15,0,0,0,1
BMTJ93C3 ,15,0,0,0,1
BHWVBERA ,15,0,0,0,1
BXOQPU3J ,15,0,0,0,1
BGG3OGV9 ,15,0,0,0,1
C41BPXAI ,15,0,0,0,1
BWAHVMTF ,15,0,0,0,1
BY3IFKRU ,15,0,0,0,1
BMLIXUBS ,15,0,0,0,1
CCABHM3A ,15,0,0,0,1
CPN4XJCT ,15,0,0,0,1
CTW9JPV6 ,15,0,0,0,1
CLR299LS ,15,0,0,0,1
D7Q83EOJ ,15,0,0,0,1
DS6RX5IK ,15,0,0,0,1
DCTF37ND ,15,0,0,0,1
DKXODBWG ,15,0,0,0,1
DSSSA3SQ ,15,0,0,0,1
E4R7GORW ,15,0,0,0,1
DW2M4J9Z ,15,0,0,0,1
DVO5DHSV ,15,0,0,0,1
DVAJUIQK ,15,0,0,0,1
DR4JE94V ,15,0,0,0,1
EKINGTWQ ,15,0,0,0,1
DZYNG5C5 ,15,0,0,0,1
E959YYL2 ,15,0,0,0,1
ED764LCR ,15,0,0,0,1
E3R94C83 ,15,0,0,0,1
ESYAHJKC ,15,0,0,0,1
EVRWSBH8 ,15,0,0,0,1
ELFDQXO5 ,15,0,0,0,1
EF1DHVMM ,15,1,0,0,1
F3LXDUVQ ,15,0,0,0,1
EIYPOM1W ,15,0,0,0,1
FKE56BKD ,15,0,0,0,1
EVPTZ18I ,15,0,0,0,1
FOSULDVG ,15,0,0,0,1
F47N82L4 ,15,0,0,0,1
F344CTE8 ,15,0,0,0,1
FALPQJXC ,15,0,0,0,1
F96U7HQ1 ,15,0,0,0,1
FNSRWSBQ ,15,0,0,0,1
FWV91JUT ,15,0,0,0,1
FHVP1UPQ ,15,0,0,0,1
FOVA8MGK ,15,0,0,0,1
FO2OBDZ6 ,15,0,0,0,1
FRAZMWF5 ,15,0,0,0,1
FUUASYNI ,15,0,0,0,1
G66OQTP4 ,15,0,0,0,1
G1W37OXE ,15,0,0,0,1
GBHGSJ6T ,15,0,0,0,1
GNRXPOXU ,15,0,0,0,1
GHZ3QO8S ,15,0,0,0,1
GBPOZ9DS ,15,0,0,0,1
GBNFGPA4 ,15,0,0,0,1
GITVWBU9 ,15,0,0,0,1
HC3UJ6MM ,15,0,0,0,1
H1PR7D5U ,15,0,0,0,1
HTIKXOYS ,15,0,0,0,1
HDPBA1KW ,15,0,0,0,1
HLIC7H1Y ,15,1,0,0,1
IDKZKD26 ,15,0,0,0,1
HQTP9H2X ,15,0,0,0,1
HMRPVYYT ,15,0,0,0,1
HQVKO4L9 ,15,0,0,0,1
HQKJWJ5X ,15,0,0,0,1
HOHU4VIN ,15,0,0,0,1
HSDQ3SEA ,15,0,0,0,1
HZDKRFVY ,15,0,0,0,1
IKS67TPB ,15,0,0,0,1
J92SCTYV ,15,0,0,0,1
J1MNQ4YL ,15,0,0,0,1
IW94FZKV ,15,0,0,0,1
ITF436YU ,15,0,0,0,1
IPXA5TUI ,15,0,0,0,1
JB6RGZMK ,15,0,0,0,1
JCBQRYGI ,15,0,0,0,1
J5FRD9AX ,15,0,0,0,1
J4ECZD9D ,15,0,0,0,1
J9BL5PMA ,15,0,0,0,1
JSOYXZM7 ,15,0,0,0,1
JWCM7UC4 ,15,0,0,0,1
JIJNV2J1 ,15,0,0,0,1
KP47IUSU ,15,0,0,0,1
JUGNIDCM ,15,0,0,0,1
K2HY19MA ,15,0,0,0,1
JT4EVUX9 ,15,0,0,0,1
L326MP3U ,15,0,0,0,1
KEKGOV47 ,15,0,0,0,1
K9GW3A41 ,15,0,0,0,1
L28SH1FC ,15,0,0,0,1
K9BV6E1D ,15,0,0,0,1
KM4QB8ID ,15,0,0,0,1
L9LPWUOK ,15,0,0,0,1
K5PO55OK ,15,0,0,0,1
KT558UU3 ,15,0,0,0,1
L2G7AE7N ,15,0,0,0,1
L6C1SYTG ,15,0,0,0,1
KQAPYT8P ,15,0,0,0,1
L1U98OVN ,15,0,0,0,1
LDWZ32ZV ,15,0,0,0,1
L7CEVDDI ,15,0,0,0,1
L9RJHFW4 ,15,0,0,0,1
LOWSNOI3 ,15,0,0,0,1
L8MLNDI8 ,15,0,0,0,1
LPL2BWV4 ,15,0,0,0,1
LJODAR5X ,15,0,0,0,1
LPB8R4DD ,15,0,0,0,1
LHQ78VC7 ,15,0,0,0,1
LPGYLTK9 ,15,0,0,0,1
N36BCJ36 ,15,0,0,0,1
MJDINB8N ,15,0,0,0,1
NCQM55QH ,15,0,0,0,1
MPWPI3CB ,15,0,0,0,1
NEB53VZV ,15,0,0,0,1
MMBFXA1Y ,15,0,0,0,1
MRIASIXI ,15,0,0,0,1
N1AW947L ,15,0,0,0,1
N7C5K38A ,15,0,0,0,1
N2QXHPOY ,15,0,0,0,1
NB9SSTCI ,15,0,0,0,1
N8YC7N9L ,15,0,0,0,1
N5LN3VU1 ,15,0,0,0,1
N7MGUN7J ,15,0,0,0,1
NNKXOU9I ,15,0,0,0,1
NR3UTJKS ,15,1,0,0,1
NFJ4EEI3 ,15,0,0,0,1
NFG9CMQU ,15,0,0,0,1
OND5MG7F ,15,0,0,0,1
NU1Y8F2K ,15,0,0,0,1
NWIOPP7F ,15,0,0,0,1
OKL2Q78M ,15,0,0,0,1
O2OFST7G ,15,0,0,0,1
P68QDV2X ,15,0,0,0,1
OIA5J6T4 ,15,0,0,0,1
OLMJR3DI ,15,0,0,0,1
OOHYTA3M ,15,0,0,0,1
PSKY836M ,15,0,0,0,1
OOZZSNNO ,15,0,0,0,1
OACT5TWV ,15,0,0,0,1
OU91AQLZ ,15,0,0,0,1
PA69LZHH ,15,0,0,0,1
QJXWXYFZ ,15,0,0,0,1
PBXQAZ2S ,15,0,0,0,1
PHZI3HQC ,15,0,0,0,1
QH4TCZYJ ,15,0,0,0,1
PNOBPPI1 ,15,0,0,0,1
PPB9AAJJ ,15,0,0,0,1
Q2EOKJL3 ,15,0,0,0,1
PYZVWZ78 ,15,0,0,0,1
PQ1BJ5K5 ,15,0,0,0,1
RLWKH6X6 ,15,0,0,0,1
QPIK35MH ,15,0,0,0,1
QYL8CO51 ,15,0,0,0,1
RU6YE7ZD ,15,0,0,0,1
QENRQR73 ,15,0,0,0,1
RDS8G4JY ,15,0,0,0,1
QN9EKXUX ,15,0,0,0,1
R7A28M9D ,15,0,0,0,1
RMF9PL5L ,15,0,0,0,1
QZX4IIBX ,15,0,0,0,1
R7WLCPT3 ,15,0,0,0,1
RUXBKO7F ,15,0,0,0,1
RAKS8Z9T ,15,0,0,0,1
T687ZH83 ,15,0,0,0,1
RVN5KLP5 ,15,0,0,0,1
RF962PDJ ,15,0,0,0,1
RRET5FF2 ,15,0,0,0,1
RU3QPRKQ ,15,0,0,0,1
S2EAQP35 ,15,0,0,0,1
TD9RYV6E ,15,0,0,0,1
RQT1USGF ,15,0,0,0,1
T2SWFDSE ,15,0,0,0,1
SBBBX3JZ ,15,0,0,0,1
S6Q2EYEC ,15,0,0,0,1
S6IZ2GS5 ,15,0,0,0,1
SBFVPR3M ,15,0,0,0,1
S8TB4NNU ,15,0,0,0,1
SGC5XQMN ,15,0,0,0,1
S9F3KHRJ ,15,0,0,0,1
TB8KDL9X ,15,0,0,0,1
TECRW15H ,15,0,0,0,1
T91H35LK ,15,0,0,0,1
TDQBN65G ,15,0,0,0,1
TRPXGFN6 ,15,0,0,0,1
TE1T43NQ ,15,0,0,0,1
TYL13EWM ,15,0,0,0,1
TSJIFD2F ,15,0,0,0,1
UC2C9ESL ,15,0,0,0,1
V3KQVOLR ,15,0,0,0,1
U26SZJFZ ,15,0,0,0,1
U2CGWXFL ,15,0,0,0,1
UWI2ZM6B ,15,0,0,0,1
UMTMYVI4 ,15,0,0,0,1
UZVKNXCB ,15,0,0,0,1
V7HPXPYW ,15,0,0,0,1
UEU1UI2J ,15,0,0,0,1
UXVVRKH1 ,15,0,0,0,1
US8AOPN6 ,15,0,0,0,1
V2J3HG4H ,15,0,0,0,1
V6WPS1SY ,15,0,0,0,1
V8PK3QO1 ,15,0,0,0,1
V27CHD7K ,15,0,0,0,1
V4WLTK7Y ,15,0,0,0,1
WX2YUKIX ,15,0,0,0,1
V2FE3MPS ,15,0,0,0,1
WYJPHEAQ ,15,0,0,0,1
WYXQKN6T ,15,0,0,0,1
X8411DOT ,15,0,0,0,1
VVUW9MI3 ,15,0,0,0,1
WOVMON6P ,15,0,0,0,1
X8O1Y72U ,15,0,0,0,1
VW5TJN88 ,15,0,0,0,1
WFT5PBI7 ,15,0,0,0,1
VM1VPNF3 ,15,0,0,0,1
WECTDJZE ,15,0,0,0,1
WUPD854H ,15,0,0,0,1
XPZN2YIN ,15,0,0,0,1
XOWV2L57 ,15,0,0,0,1
XE5BB3EH ,15,0,0,0,1
X9FJUYXM ,15,0,0,0,1
WOIZ8STT ,15,0,0,0,1
WUUKFDAS ,15,0,0,0,1
X9PN3YAS ,15,0,0,0,1
WSS5R9MS ,15,0,0,0,1
XH7C9OOB ,15,0,0,0,1
X5JZ383A ,15,0,0,0,1
XI425U1V ,15,0,0,0,1
XUGO6XJR ,15,0,0,0,1
XJ5B8O5O ,15,0,0,0,1
XEP8S9KC ,15,0,0,0,1
XLUGWCK8 ,15,0,0,0,1
Y328DT91 ,15,0,0,0,1
ZJGH1S2Q ,15,0,0,0,1
Z1BVY5JB ,15,0,0,0,1
ZRSK8NYP ,15,0,0,0,1
4NXGR7D  ,15,1,0,0,0
4OKE18K  ,15,1,0,0,0
5BP3PHC  ,15,1,0,0,0
RC8BQXX  ,15,1,0,0,0
VYD4UYQ  ,15,1,0,0,0
19RQIM35 ,15,1,0,0,0
1KUGZHSW ,15,1,0,0,0
1TQBOIPC ,15,1,0,0,0
1U1G9LQN ,15,1,0,0,0
2BGEQT8S ,15,1,0,0,0
2DDD52DU ,15,1,0,0,0
2GAB4SBF ,15,1,0,0,0
2J5QACTV ,15,1,0,0,0
2IUYHTUP ,15,1,0,0,0
2MHNWEOB ,15,1,0,0,0
3J1TAG2L ,15,1,0,0,0
3KQJPD8O ,15,1,0,0,0
3PGBSHBA ,15,1,0,0,0
3TUKGJ2N ,15,1,0,0,0
4DHVAM6A ,15,1,0,0,0
4SX97ZQN ,15,1,0,0,0
4OUUTY1P ,15,1,0,0,0
4NELIKNT ,15,1,0,0,0
4W9WDNX6 ,15,1,0,0,0
52BUY9WR ,15,1,0,0,0
528KVG71 ,15,1,0,0,0
58PNTRGR ,15,1,0,0,0
5TS5J1Y9 ,15,1,0,0,0
5X6RUXT3 ,15,1,0,0,0
6MQEELEX ,15,1,0,0,0
6ZE3K2E1 ,15,1,0,0,0
7MH6X6JA ,15,1,0,0,0
7WR59KPW ,15,1,0,0,0
7P8PZMET ,15,1,0,0,0
8HJ46NCU ,15,1,0,0,0
8U3W172N ,15,1,0,0,0
8YRJD7KQ ,15,1,0,0,0
8RCUMT4W ,15,1,0,0,0
92N32F2B ,15,1,0,0,0
941RF1GW ,15,1,0,0,0
9IOYPVGW ,15,1,0,0,0
9DX6R6QS ,15,1,0,0,0
9TW9QD1N ,15,1,0,0,0
ASBHI43N ,15,1,0,0,0
AWPZLE2Y ,15,1,0,0,0
BB2T7O8H ,15,1,0,0,0
BASH3W2U ,15,1,0,0,0
BHJNW4RL ,15,1,0,0,0
BK4QZVGP ,15,1,0,0,0
BXKQD88K ,15,1,0,0,0
C8ZM2PWZ ,15,1,0,0,0
CLR2T5Q1 ,15,1,0,0,0
CQGSA6BX ,15,1,0,0,0
D9NWWR1S ,15,1,0,0,0
DPXSYD2A ,15,1,0,0,0
EIRPXLGF ,15,1,0,0,0
EIYUD5KX ,15,1,0,0,0
DUW5OG67 ,15,1,0,0,0
E5MAME6J ,15,1,0,0,0
EBKDSAVA ,15,1,0,0,0
EDXI4U6L ,15,1,0,0,0
F36BW8XT ,15,1,0,0,0
FCFK4KEY ,15,1,0,0,0
FCG57SVY ,15,1,0,0,0
FGXM2M2B ,15,1,0,0,0
FXFGYRYE ,15,1,0,0,0
FYXLST4U ,15,1,0,0,0
GMZJSIZB ,15,1,0,0,0
GN7QYD77 ,15,1,0,0,0
GEF5TL4Y ,15,1,0,0,0
H2TTHOG8 ,15,1,0,0,0
GU81P34U ,15,1,0,0,0
HEHWTQV6 ,15,1,0,0,0
H4MQJDHJ ,15,1,0,0,0
HK6AQSO7 ,15,1,0,0,0
IDC939XX ,15,1,0,0,0
ICJ8YUME ,15,1,0,0,0
KCGPLQDX ,15,1,0,0,0
JM3VLKLR ,15,1,0,0,0
JJES7Y7L ,15,1,0,0,0
KEV2TEX7 ,15,1,0,0,0
KETEXXVG ,15,1,0,0,0
LRRGFXA4 ,15,1,0,0,0
KU6BIQY1 ,15,1,0,0,0
KQV9LV2Z ,15,1,0,0,0
LI73GGST ,15,1,0,0,0
LBUTPFUF ,15,1,0,0,0
LN2W81US ,15,1,0,0,0
M9124CJS ,15,1,0,0,0
LIUB2YZU ,15,1,0,0,0
LU85LO83 ,15,1,0,0,0
LVPRS8ZC ,15,1,0,0,0
M4ERVA7C ,15,1,0,0,0
N3KC1XJZ ,15,1,0,0,0
NPKABLYN ,15,1,0,0,0
ORPU6Q96 ,15,1,0,0,0
O72KWD81 ,15,1,0,0,0
OJL64WYT ,15,1,0,0,0
OZMSU1KK ,15,1,0,0,0
OJ43N5AG ,15,1,0,0,0
PAG2HRB2 ,15,1,0,0,0
PSR49L9S ,15,1,0,0,0
PRKW8Y3Z ,15,1,0,0,0
PV1625GH ,15,1,0,0,0
Q98CSWXA ,15,1,0,0,0
SBVM561G ,15,1,0,0,0
RJ6LMHH1 ,15,1,0,0,0
RM9QJUBA ,15,1,0,0,0
S91REW3I ,15,1,0,0,0
SMLP63A3 ,15,1,0,0,0
SX2E7USA ,15,1,0,0,0
UUFTGIFL ,15,1,0,0,0
TV1CGS9X ,15,1,0,0,0
TWPVN5BW ,15,1,0,0,0
TYTV34ZH ,15,1,0,0,0
UYV48PND ,15,1,0,0,0
UDK7NN81 ,15,1,0,0,0
V12KIJAG ,15,1,0,0,0
UTGF72FU ,15,1,0,0,0
WY4BTGA3 ,15,1,0,0,0
VOIVUTVD ,15,1,0,0,0
V42PWTDL ,15,1,0,0,0
WDTFXJGR ,15,1,0,0,0
W1ZVJCO3 ,15,1,0,0,0
X1NX4QSJ ,15,1,0,0,0
WYOX63HQ ,15,1,0,0,0
WMJDSEFH ,15,1,0,0,0
WQMNJ5OF ,15,1,0,0,0
XHUHQ6YN ,15,1,0,0,0
X8RHI4D2 ,15,1,0,0,0
WXXTVK5D ,15,1,0,0,0
YPTVNU7I ,15,1,0,0,0
ZM8D2YEH ,15,1,0,0,0
YT5467OL ,15,1,0,0,0
Z4LG6ROS ,15,1,0,0,0
YONMYXV4 ,15,1,0,0,0
ZSKM417G ,15,1,0,0,0
Z8KN5XAH ,15,1,0,0,0
SXEN35MW ,15,1,0,0,0
9B76MZS5 ,15,1,0,0,0
R8YB8R2F ,15,1,0,0,0
JVC4AW39 ,15,1,0,0,0
RFAAGE49 ,15,1,0,0,0
5MRZGD6  ,15,1,0,0,0
288CPPDF ,14,3,0,0,0
2CR8QQHG ,14,2,0,0,0
81VBZS9H ,14,2,0,0,0
E1MV5IKL ,14,2,0,0,0
FQ8ARETN ,14,2,0,0,0
GJ34PBWO ,14,2,0,0,0
H9BUWFQI ,14,2,0,0,0
HPFY7A8G ,14,2,0,0,0
J5N4UES1 ,14,2,0,0,0
JIE85TPL ,14,2,0,0,0
N3WGSKQM ,14,2,0,0,0
UMIJUOPK ,14,2,0,0,0
